import_type,topic_number,topic_name,question_number,position,statement,option_a,option_b,option_c,option_d,correct_option,source_name
TOPIC,1,Tema 1,189,189,Cuál de los siguientes es considerado por la CE como uno de los valores superiores del ordenamiento jurídico:,La jerarquía normativa.,El pluralismo político.,La publicidad normativa.,La equidad.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,190,190,La Constitución Española reconoce y garantiza el derecho a la autonomía:,De las nacionalidades históricas que la Integran.,De las regiones que la integran.,De las comunidades autónomas que la integran.,De las nacionalidades y regiones que la integran.,D,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,191,191,"Según el artículo 166 de la Constitución Española de 1978, en relación con el artículo 87 del mismo texto jurídico, la iniciativa de reforma constitucional corresponde a:",Solamente al Gobierno.,"A las asambleas legislativas de las Comunidades Autónomas, solicitando al Gobierno la adopción de un proyecto de ley al respecto, entre otros.",Solamente al Congreso de los Diputados y/o al Senado.,Ninguna de las anteriores es cierta.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,192,192,La Constitución Española establece en su artículo 9 que:,Los ciudadanos y los poderes públicos no están sujetos a la Constitución y al resto del ordenamiento jurídico.,Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico.,Los ciudadanos están sujetos a la Constitución y al resto del ordenamiento jurídico y los poderes públicos no.,Los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico y los ciudadanos no.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,193,193,La Irretroactividad de las leyes según la Constitución se garantiza:,En disposiciones no sancionadoras favorables y restrictivas de derechos individuales.,En disposiciones sancionadoras no favorables o restrictivas de derechos individuales.,En las disposiciones no favorables o restrictivas de derechos.,En disposiciones favorables no restrictivas de derechos individuales.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,194,194,La Constitución se fundamenta en:,La autonomía de la Nación española.,La imprescindible unidad de la Nación española.,La indisoluble unidad de la Nación española.,Ninguna de las contestaciones anteriores es correcta.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,195,195,La bandera de España está formada por tres franjas horizontales:,"Roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas.","Roja, gualda y roja, siendo la gualda de doble anchura que cada una de las rojas.","Roja, amarilla y roja de igual anchura cada una de ellas.","Roja, gualda y roja de igual anchura cada una de ellas.",A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,196,196,"La mayoría de dos tercios de cada una de las Cámaras, para adoptar una reforma constitucional que propusiere la revisión total, será aplicable también a:","Una parcial que afecte al Título Preliminar, al Capítulo II, Sección Segunda del Título I, al Título II o al Título VIII.","Un parcial que afecte al Preámbulo, al Título Preliminar, al Título I,  o al Título II.","Una parcial que afecte al Título Preliminar, al Capítulo II, Sección I del Título I o  al Título II.",Únicamente será necesaria esa mayoría en caso de una revisión total de la Constitución.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,197,197,El castellano es la lengua oficial del Estado y todos los españoles tienen respecto de la misma:,El derecho a conocerlo.,El deber de conocerla y el derecho a usarla.,La obligación de utilizarla.,El deber de utilizarla como lengua oficial.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,198,198,"Las bases de la organización militar, conforme a los principios de la Constitución, deberán regularse mediante:",Ley orgánica.,Ley ordinaria.,Ley de Bases.,Decreto Ley.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,199,199,"Dentro de la estructura de la Constitución Española de 1978, la parte orgánica:",Comprende el Título Preliminar y el Título I.,"Establece cuáles son, cómo se forman y que poderes ejercen los órganos fundamentales del Estado.",Establece cuales son los derechos fundamentales de los ciudadanos.,Ninguna es correcta.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,200,200,De acuerdo con lo establecido en la Constitución Española:,Los Estatutos de Autonomía no podrán reconocer banderas y enseñas propias de las Comunidades Autónomas.,Una ley orgánica regulará las bases de las organización militar.,La soberanía nacional reside en las Cortes Generales.,Ninguna es correcta.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,201,201,"Dentro del contenido y la estructura de la Constitución española, el derecho de todos los españoles de disfrutar de una vivienda digna y adecuada se ubica:",En el capítulo I del Título I.,En el capítulo II del Título I.,En el capítulo III del Título I.,En el capítulo IV del Título I.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,202,202,"De conformidad con el artículo 9 de la Constitución Española, corresponde a los Poderes Públicos:",Se prohíbe la arbitrariedad y la interdicción de los Poderes Públicos.,Los Poderes Públicos están sometidos al ordenamiento jurídico.,Promover las condiciones para que la libertad y la igualdad del individuo y de los grupos en los que se integra sean reales y efectivas.,Promover la igualdad de los individuos y los grupos en los que se integra.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,203,203,"Según la Constitución Española, señala a quién corresponde la iniciativa para la reforma constitucional:",Al Gobierno y al Congreso y a la iniciativa popular.,"Al Gobierno, al Congreso y al Senado.","Al Presidente del Gobierno, al Congreso, al Senado y al órgano ejecutivo superior de las Comunidades Autónomas.","Al Gobierno, al Congreso, al Senado y a las Asambleas Legislativas de las Comunidades Autónomas.",D,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,204,204,La Constitución Española de 1978 fue:,"Aprobada por las Cortes en sesiones plenarias del Congreso de los Diputados y del Senado celebradas el 30 de octubre de 1978; ratificada por el pueblo español en referéndum de 6 de diciembre de 1978, y sancionada por S.M. EI Rey ante las Cortes el 27 de diciembre de 1978.","Aprobada por las Cortes en sesiones plenarias del Congreso de los Diputados y del Senado celebradas el 30 de octubre de 1978; ratificada por el pueblo español en referéndum de 6 de diciembre de 1978, y sancionada por S.M. El Rey ante las Cortes el 28 de diciembre de 1978.","Aprobada por las Cortes en sesiones plenarias del Congreso de los Diputados y del Senado celebradas el 31 de octubre de 1978; ratificada por el pueblo español en referéndum de 6 de diciembre de 1978, y sancionada por S.M. El Rey ante las Cortes el 27 de diciembre de 1978.",Ninguna de las respuestas anteriores es válida.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,205,205,"Según la Constitución, los partidos políticos (indique la respuesta falsa):",Son instrumentos fundamentales para la participación política.,Su creación debe ser aprobada por las Cortes Generales a través de Ley Orgánica de Régimen Electoral General.,Su estructura interna y funcionamiento deberán ser democráticos.,Expresan el pluralismo político.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,206,206,A qué están sujetos los poderes públicos y los ciudadanos (artículo 9 Constitución española):,A la Constitución y a la ley.,A la ley y al ordenamiento jurídico.,A la Constitución y al resto del ordenamiento jurídico.,"A la Constitución, a la ley y al resto del ordenamiento jurídico.",C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,207,207,Cuál de los siguientes principios no garantiza la Constitución Española en su artículo nueve:,La publicidad de normas.,La responsabilidad.,La irretroactividad de las disposiciones sancionadoras.,Todas los citados son principios que garantiza la Constitución Española en su  artículo nueve.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,208,208,"Si se pretendiera reformar el Título VIII de la Constitución, qué quórum de votación por parte de ambas Cámaras sería necesario:",Mayoría de tres quintos.,Mayoría de dos tercios.,Mayoría simple.,Mayoría absoluta.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,209,209,"Un proyecto de reforma parcial de la constitucional, cuando no afecte a las materias especialmente protegidas, deberá ser aprobado inicialmente:",Por mayoría de 3/5 de cada una de las Cámaras.,Por mayoría de 2/3 del Senado.,Por mayoría de 2/3 de cada Cámara.,Por mayoría de 3/5 del Congreso.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,210,210,"En cuanto a la reforma constitucional prevista en el artículo 168 de la Constitución Española, qué artículo del Reglamento del Senado establece que la nueva Cámara que resulte elegida deberá ratificar por mayoría absoluta de sus miembros la reforma propuesta:",Artículo 158.,Artículo 159.,Artículo 160.,Artículo 161.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,211,211,Señala la respuesta correcta en lo referente a la reforma constitucional:,"Los proyectos de reforma constitucional deberán ser aprobados por una mayoría de tres quintos de cada una de las Cámaras. Si no hubiera acuerdo entre ambas, se intentará obtenerlo mediante la creación de una Comisión de composición paritaria de Diputados y Senadores, que presentará un texto que será votado por el Congreso y el Senado.","Los proyectos de reforma constitucional deberán ser aprobados por una mayoría de dos quintos de cada una de las Cámaras. Si no hubiera acuerdo entre ambas, se intentará obtenerlo mediante la creación de una Comisión de composición paritaria de Diputados y Senadores, que presentará un texto que será votado por el Congreso y el Senado.","Aprobada la reforma por las Cortes Generales, será sometida a dictamen de la Comisión Europea para su ratificación.",Todas las respuestas anteriores son falsas.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,212,212,En cuál de estas materias cabe delegación de las Cámaras en las Comisiones Legislativas Permanentes:,Reforma constitucional.,Aprobación de los Presupuestos Generales del Estado.,Aprobación de leyes tributarias.,Cuestiones internacionales.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,2,Tema 2,1,1,La reforma del Título II de la Constitución o de parte del mismo:,Deberá ser propuesta por el Rey como titular de la Corona.,Deberá tramitarse por el procedimiento previsto en el artículo 168 de la Constitución.,Deberá ser propuesta y aprobada por el Congreso de los Diputados y el Senado en sesión conjunta de ambas Cámaras.,Ninguna de las anteriores respuestas es correcta.,B,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,2,2,La monarquía en España es:,Constitucional.,Limitada.,Parlamentaria.,Absoluta.,C,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,3,3,De acuerdo con el artículo 1.3 de la Constitución la monarquía parlamentaria en el Estado español es:,La clase de gobierno.,La forma política del Estado.,La forma de gobierno.,La clase de gobierno.,B,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,4,4,"Con respecto del Estado, el Rey es símbolo de:",Su unidad y permanencia.,Su monopolio del ejercicio de la violencia.,Su grandeza y unidad.,Su fortaleza y permanencia.,A,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,5,5,"El Príncipe heredero prestará el mismo juramento que el Rey, así como el de fidelidad a éste:",Al tomar posesión del cargo.,Al alcanzar la mayoría de edad.,Cuando se produzca el hecho que origine el llamamiento.,Al hacerse cargo de sus funciones.,B,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,6,6,La forma política del Estado español es:,La democracia.,La monarquía parlamentaria.,La monarquía democrática.,El Estado unitario descentralizado.,B,Preguntas de Examenes Agente - Tema 2
